n,contrast,shift_x,shift_y,alpha,repeat,order,method,seed,audit_seconds,operator_reflection_defect,rhs_even_fraction,rhs_odd_fraction,setup,solve,total,iterations,info,residual,accepted,complexity
192,1000.0,0,1,0.0,0,1,amg0,3701,0.004571899999973539,0.0,2.716841757413203e-32,0.9999999999999998,0.052155499999571475,0.06634740000026795,0.11850289999983943,17,0,1.7280972759914736e-10,True,1.3386725269834205
192,1000.0,0,1,0.0,1,0,jacobi,3702,0.004571899999973539,0.0,2.716841757413203e-32,0.9999999999999998,0.0003124999993815436,0.10228860000006534,0.10260109999944689,491,0,9.893366713175118e-10,True,0.0
192,1000.0,0,1,0.0,1,1,amg0,3702,0.004571899999973539,0.0,2.716841757413203e-32,0.9999999999999998,0.04808139999931882,0.06515850000050705,0.11323989999982587,17,0,1.767693294002467e-10,True,1.3386725269834205
192,1000.0,0,1,0.0,2,0,jacobi,3703,0.004571899999973539,0.0,2.716841757413203e-32,0.9999999999999998,0.00022760000047128415,0.09834150000006048,0.09856910000053176,491,0,9.893366713175118e-10,True,0.0
192,1000.0,0,1,0.0,2,1,amg0,3703,0.004571899999973539,0.0,2.716841757413203e-32,0.9999999999999998,0.05002370000056544,0.06009970000013709,0.11012340000070253,17,0,1.7703158515922093e-10,True,1.3386725269834205
192,1000.0,0,0,0.01,0,0,jacobi,3701,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.00014929999997548293,0.13370880000002217,0.13385809999999765,664,0,9.379209922709498e-10,True,0.0
192,1000.0,0,0,0.01,0,1,amg0,3701,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.054160099999535305,0.06265360000088549,0.1168137000004208,17,0,4.765963086494312e-10,True,1.3386725269834205
192,1000.0,0,0,0.01,1,0,jacobi,3702,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.00033989999974437524,0.12821809999968536,0.12855799999942974,664,0,9.379209922709498e-10,True,0.0
192,1000.0,0,0,0.01,1,1,amg0,3702,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.04333589999987453,0.058366600000226754,0.10170250000010128,17,0,4.792900428384181e-10,True,1.3386725269834205
192,1000.0,0,0,0.01,2,0,jacobi,3703,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.00024049999956332613,0.13475109999944834,0.13499159999901167,664,0,9.379209922709498e-10,True,0.0
192,1000.0,0,0,0.01,2,1,amg0,3703,0.004085700000359793,0.0,9.99900009999008e-05,0.9999000099990002,0.04604329999983747,0.056776999999783584,0.10282029999962106,17,0,4.788292402648082e-10,True,1.3386725269834205
